('1','CLE1541800036490', '00252682900002', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800102300', '00252682900353', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800102710', '00252682900354', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800102480', '00252682900355', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800102550', '00252682900356', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800111540', '00252682900357', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800112040', '00252682900367', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800111210', '00252682900368', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800111390', '00252682900369', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800111470', '00252682900370', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800008920', '00252682900372', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800008430', '00252682900373', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800008190', '00252682900374', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800008350', '00252682900375', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800009000', '00252682900376', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800008500', '00252682900377', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800008840', '00252682900378', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800008270', '00252682900379', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800008680', '00252682900380', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800008760', '00252682900381', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800130690', '00252682900382', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800130360', '00252682900383', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800130100', '00252682900384', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800130850', '00252682900385', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800130930', '00252682900386', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800130770', '00252682900387', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800130280', '00252682900388', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800131010', '00252682900389', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800130440', '00252682900390', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800130510', '00252682900391', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800125090', '00252682900392', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800124260', '00252682900393', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800124830', '00252682900394', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800124180', '00252682900395', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800124420', '00252682900396', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800144480', '00252682900358', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800144140', '00252682900359', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800145050', '00252682900360', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800144630', '00252682900361', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800144300', '00252682900362', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800126990', '00252682900363', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800126810', '00252682900397', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800127070', '00252682900398', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800126730', '00252682900399', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800126320', '00252682900400', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800126650', '00252682900401', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800126570', '00252682900436', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800126400', '00252682900435', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800126240', '00252682900434', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800126160', '00252682900433', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800129470', '00252682900432', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800129620', '00252682900431', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800129960', '00252682900429', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800130020', '00252682900428', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800129390', '00252682900427', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800129130', '00252682900426', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800129210', '00252682900425', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800129880', '00252682900424', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800129540', '00252682900423', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800143980', '00252682900420', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800143640', '00252682900421', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800127720', '00252682900474', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800127230', '00252682900475', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800127150', '00252682900476', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800127800', '00252682900477', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800127490', '00252682900478', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800127560', '00252682900479', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800127640', '00252682900437', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800124340', '00252682900438', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800124750', '00252682900439', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800124910', '00252682900406', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800003550', '00252682900422', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800003630', '00252682900453', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800003480', '00252682900472', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800003890', '00252682900440', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800091330', '00252682900501', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800092080', '00252682900502', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800091410', '00252682900504', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800091820', '00252682900505', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800091740', '00252682900506', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800091170', '00252682900507', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800091660', '00252682900508', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800091580', '00252682900509', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800091250', '00252682900510', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800097370', '00252682900511', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800097520', '00252682900512', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800097110', '00252682900513', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800098020', '00252682900514', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800097450', '00252682900515', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800097600', '00252682900516', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800097860', '00252682900517', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800097290', '00252682900518', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800097780', '00252682900519', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800097940', '00252682900520', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800093230', '00252682900521', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800093150', '00252682900522', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800093640', '00252682900523', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800093490', '00252682900524', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800093720', '00252682900402', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800094060', '00252682900539', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800093980', '00252682900538', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800093560', '00252682900537', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800093800', '00252682900536', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800093310', '00252682900535', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800086060', '00252682900534', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800085150', '00252682900533', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800085310', '00252682900532', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800085980', '00252682900531', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800085800', '00252682900530', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800085560', '00252682900529', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800085230', '00252682900528', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800085720', '00252682900543', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800085640', '00252682900544', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800080360', '00252682900545', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800080930', '00252682900546', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800080280', '00252682900540', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800081010', '00252682900541', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800080100', '00252682900547', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800080850', '00252682900548', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800080440', '00252682900549', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800080690', '00252682900455', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800080510', '00252682900480', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800080770', '00252682900456', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800020960', '00252682900322', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800020880', '00252682900324', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE3541800084650', '00252682900491', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800027080', '00252682901000', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800026900', '00252682901001', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800026330', '00252682901002', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800026740', '00252682901003', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800026250', '00252682901004', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800132260', '00252682901005', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800132420', '00252682901006', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800132340', '00252682901007', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800132750', '00252682901008', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800132830', '00252682901009', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800133090', '00252682901010', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800132670', '00252682901011', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800132910', '00252682901012', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800132590', '00252682901013', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800132180', '00252682901014', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800026580', '00252682901015', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800026170', '00252682901016', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
('1','CLE1541800026660', '00252682901017', 'new', '2019-05-25 03:29:28', '1.0.98.2.0.255', 'DATA:DAILY', '2019-05-25 00:15:00', '2019-05-25 00:00:00', '1', '0'),
